0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-324,1.1714520103630869e-303,2.241529685718318e-284,5.822276445744593e-266,2.258996678128308e-248,1.0657180291078559e-231,5.896707019399488e-217,1.3959466628300898e-199,9.490399576916235e-184,6.543756599341853e-169,6.655507091735179e-155,9.895428948410609e-142,1.389641788443436e-129,1.8587325424517617e-118,1.7357438143231106e-105,3.8054210505766316e-94,1.070686545097539e-83,4.618742402959347e-74,2.7374799425534834e-65,8.421149982570521e-58,1.2903334532003602e-49,1.521704973687334e-41,1.3634724991209024e-34,1.7801354655603701e-28,3.6219646286244926e-23,9.020595411321391e-19,6.520737377944052e-17,6.374913166321247e-11,2.736584497839176e-7,0.00014241426533640806,0.013108502570776689,0.23920865285276893,0.9076883117485416,0.7312164276318285,0.12569144771608332,0.004570191201866913,0.00003419754924043876,4.934447225006499e-8,1.1530405794384228e-11,1.9663642380324659e-16,5.607439218502542e-21,3.9172799117134855e-25,1.7703190110795224e-30,1.1749517341311574e-36,1.256002568659235e-43,1.7953763539468228e-51,5.819427201167773e-61,1.7352466907883746e-68,4.4152160118515884e-77,1.1303043834201888e-86,4.483872202196912e-97,2.8120770844628015e-108,2.0357987709704837e-120,4.2247169131904625e-135,2.4546848875946902e-145,2.976901108284863e-158,4.4706563616311143e-172,1.0771079934456398e-186,3.9938815448519683e-202,1.3680935652896727e-218
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-324,9.92394873510841e-304,1.891456613312888e-284,4.894507600175709e-266,1.893922424700623e-248,8.935162344440532e-232,5.168183712889399e-217,1.1466351346369547e-199,7.828687893226216e-184,5.406932967348454e-169,5.5106399792371665e-155,8.223625138431243e-142,1.1664667209763136e-129,1.4710475339002116e-118,1.4337491647716764e-105,3.1703812355883404e-94,8.984528855480899e-84,3.9068325421748524e-74,2.3406258318270676e-65,7.422692098036637e-58,1.0845188619408363e-49,1.3096729709323134e-41,1.1892137409750585e-34,1.572463175783935e-28,3.2446972008986494e-23,8.238634362551268e-19,7.566806772366564e-17,5.780584758408986e-11,2.5389657188588134e-7,0.00013445586583958982,0.012584773596645346,0.23357223545571676,0.9018995656268984,0.7398454536296563,0.12960625090985692,0.004807250438022211,0.000036739231233089786,5.424338890925235e-8,1.3021892752859018e-11,2.3337196438853777e-16,6.2347975893980035e-21,4.602822766225681e-25,2.1457400816858134e-30,1.4661084828850857e-36,1.6155385146177444e-43,2.394732596505519e-51,8.745758162560159e-61,2.323994990414002e-68,6.2000791992553164e-77,1.6448004309558788e-86,6.754940811428886e-97,4.395427746718963e-108,3.335939390916524e-120,3.789519158644087e-135,4.068249140045277e-145,5.174619623994548e-158,8.0922307504468e-172,2.0298475412840403e-186,7.863176138864586e-202
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.209900642891821e-304,1.5602741851126982e-284,4.0261192130446494e-266,1.5551919861014462e-248,7.345647151865e-232,4.459835648949707e-217,9.234048793111278e-200,6.340205473565756e-184,4.3904842181770864e-169,4.48811073814277e-155,6.729101205070239e-142,9.653477562330248e-130,1.1418452565515643e-118,1.1674934646307546e-105,2.60681535443061e-94,7.447807529324267e-84,3.2675897245262935e-74,1.9808763070796947e-65,6.486860399210641e-58,9.015941360141555e-50,1.1170848837103199e-41,1.028991267208683e-34,1.3792548398361623e-28,2.8889655501568074e-23,7.486555016100498e-19,8.601700960023459e-17,5.214264864545176e-11,2.346496631703456e-7,0.0001265686924784573,0.012056558403903204,0.22777273462388295,0.8956940900715302,0.7487851400713954,0.13378516553552483,0.005065981667893036,0.00003957472656757266,5.983689113167565e-8,1.477104527563953e-11,2.7847193244915645e-16,6.94987836920555e-21,5.438361003657022e-25,2.618044673650177e-30,1.8432413955574633e-36,2.0955639355241776e-43,3.224233866376659e-51,1.3239384612455861e-60,3.1399989221081233e-68,8.799456071194589e-77,2.4214973217899455e-86,1.0304628926391696e-96,6.963109461827383e-108,5.5452777359880996e-120,2.5493306324349608e-135,6.839057008483646e-145,9.136826015742268e-158,1.4893202388970436e-171,3.892904832005793e-186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.632519976540262e-304,1.2582089125519727e-284,3.24056092761486e-266,1.2507626712329611e-248,5.921290752299544e-232,3.787769652181842e-217,7.290484183323724e-200,5.041034979259998e-184,3.5035157478219877e-169,3.5954897001899865e-155,5.4213442566633894e-142,7.876267584048882e-130,8.689309795030882e-119,9.371669738210682e-106,2.1153850764076362e-94,6.0989120084770305e-84,2.702227667868159e-74,1.6592606700595763e-65,5.620134200217939e-58,7.412878657706516e-50,9.442504750305113e-42,8.832634895566828e-35,1.201250918243623e-28,2.5564441117799116e-23,6.768585165625292e-19,9.598295390848333e-17,4.6785847760240997e-11,2.16015100204757e-7,0.00011879014916791364,0.011525891412805776,0.22182271435059095,0.8890552590441541,0.7580218915480144,0.13824156601588589,0.0053483700063446825,0.00004274097683442433,6.623536443992679e-8,1.6828201121745073e-11,3.340576725916983e-16,7.764794237794991e-21,6.460919163919131e-25,3.215390526543817e-30,2.3348077998608068e-36,2.7410885251739008e-43,4.3816828416941417e-51,2.0188434034164258e-60,4.279519829884625e-68,1.2621344222673871e-76,3.60651995380633e-86,1.5917186702743896e-96,1.1179245342737112e-107,9.350212852716423e-120,7.171321764525267e-136,1.1660681316755192e-144,1.6386718670587764e-157,2.7868240452000594e-171
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.232384227757104e-304,9.918497724374979e-285,2.5521346274569517e-266,9.852083818154163e-249,4.680064178284163e-232,3.164932555192446e-217,5.642912285715364e-200,3.9348625952847156e-184,2.7473751269279166e-169,2.8331998115305782e-155,4.300347129281435e-142,6.335263113716762e-130,6.479748044286205e-119,7.415617004664503e-106,1.6940986934489773e-94,4.933522138107018e-84,2.2095175018939926e-74,1.375595248275088e-65,4.826733488852534e-58,6.027318983437903e-50,7.909554166819585e-42,7.521139507670245e-35,1.0388099849710918e-28,2.2482412370517345e-23,6.08813799645649e-19,1.0530566046015777e-16,4.175521660926244e-11,1.98077259152291e-7,0.0001111549684034627,0.010994765111004431,0.215735237096323,0.8819667252527482,0.7675404176458372,0.1429895657884604,0.005656609246068965,0.00004628017232093538,7.356881898914318e-8,1.9254608372264895e-11,4.028362049106725e-16,8.693011852447594e-21,7.717568153957139e-25,3.974924321359641e-30,2.9795800492887847e-36,3.615471231351014e-43,6.010029847305342e-51,3.101084512257261e-60,5.8827333478282425e-68,1.8294630216468978e-76,5.433831900905614e-86,2.489450403600953e-96,1.8188940963722755e-107,1.5991294911901732e-119,3.034718661675896e-136,2.0162794470493948e-144,2.985000504756306e-157
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.030820135838587e-304,7.643173578760399e-285,1.966663580848031e-266,7.600394544292421e-249,3.62681919634082e-232,2.600742073903641e-217,4.281707408043619e-200,3.0152523745487275e-184,2.117120039013215e-169,2.195897833153017e-155,3.3584308858436144e-142,5.023399614725607e-130,4.7324671813213085e-119,5.7840362038748715e-106,1.33889693544217e-94,3.942139455367096e-84,1.786252476288646e-74,1.1286822849449672e-65,4.1087491745759575e-58,4.845949167997426e-50,6.565469367042103e-42,6.353003756074099e-35,8.919470005843876e-29,1.9649363534628936e-23,5.447820013087813e-19,1.1374617539471267e-16,3.706422084562597e-11,1.8090726214068803e-7,0.00010369499118877898,0.010465118084067896,0.20952383604307356,0.8744125659712401,0.7773235984874951,0.1480440234510793,0.0059931233934481356,0.000050240539133534474,8.199063894527827e-8,2.2124977333269544e-11,4.882731463943827e-16,9.749333401974637e-21,9.268360959887843e-25,4.9458795175429315e-30,3.830677401013042e-36,4.808471456429459e-43,8.319735045248091e-51,4.798573912340416e-60,8.155025127349537e-68,2.6796994718149382e-76,8.281650239180947e-86,3.9420610696344474e-96,2.998927154994544e-107,2.7738331250199413e-119,8.898765046774788e-135,3.5353668229407396e-144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.032155620864455e-304,5.75743406963926e-285,1.4828333532145568e-266,5.742367181743289e-249,2.755671488598484e-232,2.1009847960017707e-217,3.1847843226629817e-200,2.2682559147383193e-184,1.6031620253125726e-169,1.6739917659289916e-155,2.5822292902218047e-142,3.926450468967476e-130,3.3829242465860785e-119,4.446852427867531e-106,1.0442468130950528e-94,3.1114717679823776e-84,1.4277307450915058e-74,9.165228048255085e-66,3.4663360358407885e-58,3.8521465983029e-50,5.400238594299173e-42,5.323084686324728e-35,7.60377612246196e-29,1.7066274760628725e-23,4.8494557077362885e-19,1.210957073168427e-16,3.272037251046609e-11,1.6456295949903097e-7,0.00009643899216308898,0.009938823532768782,0.2032024828990115,0.8663774377681495,0.7873523480637916,0.1534205443682562,0.00636059044350273,0.00005467725078841628,9.168209368120488e-8,2.5530668598175116e-11,5.948196656041127e-16,1.094978573846093e-20,1.1190180499163614e-24,6.193813756973295e-30,4.9612796319375625e-36,6.448065866643607e-43,1.162291170476811e-50,7.48013448070558e-60,1.1399153909489318e-67,3.966142304476489e-76,1.2767300184395818e-85,6.319821625547529e-96,5.010318810394779e-107,4.8795743090828587e-119,4.971357796491638e-134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2272274805744173e-304,4.2393937576142646e-285,1.0939121598465215e-266,4.2489718572714507e-249,2.0527893976530856e-232,1.6679720438246602e-217,2.3220603968971537e-200,1.6750356819285063e-184,1.1928996885074185e-169,1.2551355992443622e-155,1.9546416030214006e-142,3.0251815381266133e-130,2.3650319568874116e-119,3.3697371960676934e-106,8.037009452767909e-95,2.4257548421979766e-84,1.1282242314272507e-74,7.365296544862522e-66,2.8979540748254198e-58,3.027216326110895e-50,4.4012606983383144e-42,4.424075128298558e-35,6.435660412991893e-29,1.4729864009057018e-23,4.294127262640059e-19,1.2718281223551827e-16,2.8725680572016572e-11,1.4908913078602637e-7,0.0000894125475117208,0.009417678479808811,0.19678555051251673,0.8578467371249643,0.7976054766466093,0.15913547743536846,0.0067619685723656975,0.00005965348449632846,1.0285777408850586e-7,2.958368471729903e-11,7.282111465658026e-16,1.2311371283995141e-20,1.3581797929193763e-24,7.806429423212213e-30,6.47276511249283e-36,8.717894639086543e-43,1.638580863890672e-50,1.1746690956755257e-59,1.6064066709715175e-67,5.931228573560435e-76,1.9908144421214936e-85,1.0257138356073494e-95,8.481693244745651e-107,8.704794777007633e-119
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597432913502169e-304,3.051332521765955e-285,7.895721747488889e-267,3.0789701843401414e-249,1.4992151429651535e-232,1.3009177519412634e-217,1.6594989151784508e-200,1.21425059795317e-184,8.721969197501101e-170,9.255787891516304e-156,1.4566031104560966e-142,2.297367470088355e-130,1.6155465313622865e-119,2.5167698884119653e-106,6.103910818698766e-95,1.8679389775682081e-84,8.814083137090594e-75,5.857291076118548e-66,2.400641901561476e-58,2.3514910373081374e-50,3.554192596090936e-42,3.6470514225032297e-35,5.407742890933548e-29,1.2633188837945055e-23,3.7822268069633357e-19,1.31878552515485e-16,2.5077178927793297e-11,1.345178910378296e-7,0.0000826379500779228,0.00890339366503036,0.19028777118173504,0.8488067699346428,0.8080595537576777,0.16520590512313807,0.007200524972089881,0.0000652416452644396,1.1577215065329301e-7,3.442167808037699e-11,8.95861363036281e-16,1.3851618389981834e-20,1.6570541545032254e-24,9.901602598697044e-30,8.506361213601698e-36,1.1883171435915452e-42,2.3310026478946254e-50,1.8584033443245788e-59,2.281933820919996e-67,8.961664834297606e-76,3.139709052263824e-85,1.6852535807779853e-95,1.4547681511933094e-106
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1187029126078935e-304,2.1467286250960366e-285,5.575853300567545e-267,2.1849719787293642e-249,1.0734271286788608e-232,9.964817938852047e-218,1.1624339930591617e-200,8.640378052349307e-185,6.26611278006455e-170,6.712900669675507e-156,1.0685731477410237e-142,1.7195516386188495e-130,1.0770888222079216e-119,1.852578604648327e-106,4.5743633626644406e-95,1.4206927434043022e-84,6.807346079214689e-75,4.609422869281401e-66,1.9703067558506367e-58,1.8052588565871145e-50,2.8437173225040536e-42,2.9819910541796166e-35,4.51110628348757e-29,1.0766272664394327e-23,3.313518926237757e-19,1.3509955123855377e-16,2.1767509552124385e-11,1.2086927357432186e-7,0.00007613416674174914,0.00839758428089631,0.1837241890265864,0.8392449263826567,0.818688773026597,0.17164962654547472,0.007679867567303637,0.00007152478590399247,1.3072749768057396e-7,4.021424795587251e-11,1.107384091816418e-15,1.5587846894182577e-20,2.0321114281024356e-24,1.2638504901414939e-29,1.1259908123795771e-35,1.6329391765713923e-42,3.3459049313628935e-50,2.962040807717286e-59,3.266919431118172e-67,1.3679586158862483e-75,5.007854078433598e-85,2.8028451338373056e-95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64943392875105e-305,1.4762393294024354e-285,3.8523983657076064e-267,1.5184287442970422e-249,7.534525338452232e-233,7.494095840386888e-218,7.980381967470365e-201,6.035100365856168e-185,4.423267445228254e-170,4.788165886972505e-156,7.716897637278433e-143,1.2684781951882778e-130,6.998965212067165e-120,1.3439274832336321e-106,3.3825766187285106e-95,1.0671997030491498e-84,5.197365285496807e-75,3.589404538344298e-66,1.6020158160880983e-58,1.3695027307755714e-50,2.2542106515535906e-42,2.4182432238934216e-35,3.7357567279882455e-29,9.116732058267894e-24,2.88721076947019e-19,1.3680889188359284e-16,1.8785542847706724e-11,1.081519693700495e-7,0.00006991683965778,0.00790176160958889,0.17711010837435354,0.8291498613731327,0.829464820879494,0.17848513195239488,0.008203979832377578,0.0000785982537585148,1.4808347787385173e-7,4.7170873784626025e-11,1.3752852879408904e-15,1.7536037475691205e-20,2.50472849286466e-24,1.6233074376408939e-29,1.501210354054169e-35,2.2620504842617184e-42,4.845670872517063e-50,4.756372742045139e-59,4.712790542542456e-67,2.1094490174761418e-75,8.077810028817931e-85
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.106856786476856e-305,9.922427947283701e-286,2.604000151948514e-267,1.0333320197122823e-249,5.184404769907534e-233,5.531973885052655e-218,5.369297657172549e-201,4.1376145004369876e-185,3.067871737174961e-170,3.3587505270618074e-156,5.485832940981548e-143,9.221688193026273e-131,4.425068886807959e-120,9.607720263956938e-107,2.4679944095497288e-95,7.917444548782148e-85,3.9226406892062957e-75,2.7657102459267633e-66,1.2902760089795589e-58,1.0264498268600146e-50,1.770293579003948e-42,1.944940442504475e-35,3.0710466600727994e-29,7.670384561506138e-24,2.502027235018689e-19,1.370149814502618e-16,1.6117011908694704e-11,9.636419693960256e-8,0.00006399832812567726,0.007417325639802619,0.17046103694315035,0.8185116793725121,0.840356750887116,0.18573156741079466,0.00877725893667514,0.00008657160199197685,1.6826875215244347e-7,5.555093212677337e-11,1.71588402373099e-15,1.9709161738192264e-20,3.1027432305713516e-24,2.0979626207311198e-29,2.0157745675828933e-35,3.158685557990284e-42,7.080058010739935e-50,7.694854895259036e-59,6.849062821455928e-67,3.2858482861328564e-75
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.328699028325113e-305,6.518528872746612e-286,1.7219867000441441e-267,6.886054043865395e-250,3.4969208814573454e-233,4.0072032698849856e-218,3.5401542199430445e-201,2.784293620491887e-185,2.0905822319646536e-170,2.3169824580719308e-156,3.838743008527107e-143,6.606531044543868e-131,2.7162199178420393e-120,6.76843535901063e-107,1.7766611453045917e-95,5.801005817540902e-85,2.926498089446702e-75,2.108536166316508e-66,1.0292911035057421e-58,7.599418985019076e-51,1.3772665936527091e-42,1.551344176833929e-35,2.5060500519299376e-29,6.41182008076376e-24,2.156288733053528e-19,1.3576858718520618e-16,1.3745145076834868e-11,8.549467171663561e-8,0.000058387788723968686,0.006945558754714193,0.1637926242441378,0.8073221218378002,0.8513308661529729,0.19340868810960787,0.009404557543335176,0.00009557080780803831,1.9179505926643978e-7,6.567636853435853e-11,2.1505411647938216e-15,2.2114790259016543e-20,3.862526830479769e-24,2.7281166049693776e-29,2.725922518052088e-35,4.44589223794554e-42,1.0436021726138821e-49,1.2542073065399297e-58,1.0025310925273728e-66
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1182518882873484e-305,4.185428634908039e-286,1.1140019479326293e-267,4.493384243926645e-250,2.3120655266585393e-233,2.847743495518971e-218,2.2872215640566938e-201,1.8389269228012148e-185,1.3996511060177327e-170,1.57177517349675e-156,2.644032347273413e-143,4.663881606347867e-131,1.614163338364297e-120,4.698470739207066e-107,1.2618641716677469e-95,4.197445152937739e-85,2.1581237430956844e-75,1.5904741621132787e-66,8.131882238935607e-59,5.55646467576901e-51,1.0614289234146382e-42,1.2271219497560187e-35,2.0298837352449903e-29,5.324922402070688e-24,1.8479892497139164e-19,1.3315832569271405e-16,1.1651279471486186e-11,7.552365085511204e-8,0.00005309129039041939,0.006487620468796624,0.15712059561511563,0.7955747556473558,0.8623506122180208,0.2015367991898104,0.01009122944069624,0.0001057408483744263,2.1927431105265885e-7,7.794776252196918e-11,2.7073028165509636e-15,2.475175575711417e-20,4.831753709542547e-24,3.569208723467532e-29,3.712214115265243e-35,6.307190752984091e-42,1.5517459847210996e-49,2.059614141722756e-58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3159754141123262e-305,2.6264951219316363e-286,7.050132278367674e-268,2.8710197600534937e-250,1.4983895499892595e-233,1.9850187591142836e-218,1.4479179676906047e-201,1.1920172405940703e-185,9.206204204442229e-171,1.0484951412039302e-156,1.7925025323903323e-143,3.2441979855142724e-131,9.2523536077759e-121,3.213665708923551e-107,8.842013153057649e-96,2.999260082728997e-85,1.5730632239322234e-75,1.1869265674130612e-66,6.362082759357362e-59,4.0113438273369767e-51,8.102915506774793e-43,9.625571623008496e-36,1.631971932120804e-29,4.3933312272986e-24,1.5748725570931794e-19,1.2930492217768623e-16,9.815441439587203e-12,6.642402582791418e-8,0.00004811196168245296,0.0060445433689342454,0.15046068257947282,0.7832651622644042,0.8733764829910629,0.2101366819772375,0.010843179307324617,0.00011724869161593088,2.514393716648521e-7,9.286473215307403e-11,3.4231044645371437e-15,2.7605612917526556e-20,6.073113465971035e-24,4.6978560052920584e-29,5.090690822234889e-35,9.018057554719206e-42,2.3273709028464825e-49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.981215454047879e-306,1.6108181471012869e-286,4.3646650040820535e-268,1.796158181886254e-250,9.517913667161692e-234,1.3568952907942741e-218,8.98039346380049e-202,7.583202567285915e-186,5.948875188282643e-171,6.877581932219748e-157,1.196055928745246e-143,2.2234494174926954e-131,5.089543922793194e-121,2.1656841436465742e-107,6.112269788609601e-96,2.1162837141429755e-85,1.1332885751499029e-75,8.762996657904486e-67,4.928578347033861e-59,2.858515329109949e-51,6.126966492976112e-43,7.48695878746707e-36,1.3022540192072568e-29,3.600838799934374e-24,1.3345048261763342e-19,1.2435464029758416e-16,8.216883255698706e-12,5.816243513181036e-8,0.00004345016523766945,0.005617230192348804,0.1438285492338208,0.770391122418244,0.8843659429541174,0.2192295041249348,0.01166691686426342,0.00013028676974051172,2.8916934827245016e-7,1.1105190292006867e-10,4.346734578109308e-15,3.0642611269352e-20,7.66929744338863e-24,6.220429542412308e-29,7.029432141454954e-35,1.2994662168006207e-41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.725246342975533e-306,9.654637682433956e-287,2.6432209654911207e-268,1.1002323848167772e-250,5.925605351553466e-234,9.094252009173708e-219,5.456649130460196e-202,4.734318629677968e-186,3.7763051890830775e-171,4.435911854478807e-157,7.854611228572437e-144,1.5013467286157525e-131,2.6675992080420687e-121,1.4378471762442766e-107,4.168197070249314e-96,1.4745075416251448e-85,8.069404870530959e-76,6.400181859758006e-67,3.78022399023594e-59,2.0101259119384152e-51,4.588585223447442e-43,5.7743707130472785e-36,1.0313380239174186e-29,2.931718466739458e-24,1.1243421044245436e-19,1.1847224787334378e-16,6.8345666676874884e-12,5.070037483309553e-8,0.000039103696138622165,0.00520645213007395,0.13723971553659223,0.7569527986003011,0.8952733686373382,0.2288367118610106,0.012569615658098623,0.0001450770139722798,3.335203998692738e-7,1.3329202184228584e-10,5.542829646120549e-15,3.380191663001012e-20,9.729713485098601e-24,8.285284286674983e-29,9.773240856055805e-35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7308395287947314e-306,5.654974267113368e-287,1.565780516661203e-268,6.598432328839575e-251,3.6155842823232093e-234,5.97522442354482e-219,3.2478568682313294e-202,2.900540127855398e-186,2.3548388296952636e-171,2.813142011486733e-157,5.0764672550926917e-144,9.987157542635459e-132,1.3182105442780646e-121,9.404269114004802e-108,2.8039430340622147e-96,1.014414662274972e-85,5.678462179055996e-76,4.624040113678153e-67,2.87043014135217e-59,1.394425581071118e-51,3.4034192642511478e-43,4.4157422487751166e-36,8.106042134951083e-30,2.3709855308119984e-24,9.417914870124446e-20,1.1183388340918685e-16,5.6475877670707e-12,4.399528431693358e-8,0.00003506799947473951,0.004812848294555765,0.1307094784851421,0.7429529078021004,0.9060500127943341,0.23897990226986188,0.013559176693748206,0.000161875540442728,3.8576331208452434e-7,1.6056826036988743e-10,7.0972730150640465e-15,3.6985913657090144e-20,1.239954859288775e-23,1.1100269447939784e-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5405131415171906e-306,3.236796866454428e-287,9.072531951963979e-269,3.8743429012619775e-251,2.162017948582551e-234,3.848060313393076e-219,1.8935030413873128e-202,1.74380493692599e-186,1.442448880229776e-171,1.7540632382772307e-157,3.2288194951295156e-144,6.54459557616432e-132,6.040335750632334e-122,6.059015867019798e-108,1.860567628826955e-96,6.89066118709417e-86,3.949018667494145e-76,3.3045981413743086e-67,2.1575989252164623e-59,9.538843174182622e-52,2.4999344759221046e-43,3.347969185804655e-36,6.322644857875686e-30,1.9045932332953865e-24,7.84265154618133e-20,1.0462016078025e-16,4.635539551761244e-12,3.8001587377409e-8,0.000031336402425158565,0.004436926413583874,0.12425283098936708,0.7283968868778035,0.9166439949513148,0.24968067371164232,0.014644297133543774,0.0001809780925792137,4.474293681359017e-7,1.9411835785366864e-10,9.12450902135086e-15,4.004867815639919e-20,1.5872026716891477e-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.482275165525814e-307,1.8104007606214003e-287,5.1417513544623955e-269,2.2271021048149428e-251,1.2669362539078726e-234,2.4286748891807607e-219,1.0811560948275855e-202,1.0287143701039314e-186,8.678955027891147e-172,1.0752917267412836e-157,2.0209344406142233e-144,4.2245085664627105e-132,2.4948838583118763e-122,3.8451411465987825e-108,1.2177452736892634e-96,4.6212978639174625e-86,2.7139212727662676e-76,2.3359369284062877e-67,1.6052773803960675e-59,6.431934629548881e-52,1.8184039649147097e-43,2.516610697044025e-36,4.893840637572178e-30,1.5195686565674715e-24,6.49226771030574e-20,9.700980077321211e-17,3.778811143179715e-12,3.267167276914747e-8,0.000027900356990644708,0.0040790646555735,0.11788438010765999,0.713293044017961,0.9270003219763646,0.26096045244576643,0.01583454422246631,0.00020272636077601,5.20366399422673e-7,2.3550404545422296e-10,1.1777475848358879e-14,4.2783234068686157e-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5584400858824855e-307,9.894460207393875e-288,2.8501171013099438e-269,1.2532860865453408e-251,7.275182991151215e-235,1.5020393636733702e-219,6.045269916872628e-203,5.954550863656803e-187,5.129135764967207e-172,6.480624454918368e-158,1.2447076857919807e-144,2.6859263590992794e-132,8.795225925467172e-123,2.4033797844197316e-108,7.861054501189091e-97,3.059883711505177e-86,1.8430398117807036e-76,1.6331498298749693e-67,1.1820804959542053e-59,4.2729165742879876e-52,1.3096992209311288e-43,1.8753613015810727e-36,3.758723307769881e-30,1.2040947690973711e-24,5.3423002750591726e-20,8.917400931362008e-17,3.0588243795683378e-12,2.7956800357559377e-8,0.000024749688362188854,0.0037395145993534785,0.11161826470460008,0.6976526958717157,0.9370609425673675,0.27284029325459963,0.01714043454748437,0.000227515319786842,6.068073428546404e-7,2.867002165037713e-10,1.5261127169061524e-14
